# IN2FIT knowledge facts. docs/decisions/0015 and 0020.
#
# EVERY ROW CITES A REAL SOURCE THAT WAS READ ON THE DATE IN `accessed`. A fact without a source
# does not go in this file, and the loader refuses a row with a blank source. This is the same
# discipline as the food database: when someone asks how hallucination is handled, the answer is
# that every claim the model makes on the ANSWER and RECOMMEND paths traces to a row here or to a
# row in the database.
#
# fact       : the sentence handed to the model. English (see the KnowledgeFact doc for why no
#              language column). Every number in it is the number the app is then allowed to
#              say; the numeric guard permits nothing else. Where a figure is rounded, `note`
#              carries the exact source figure.
# tags       : retrieval keys, `|`-separated, matched as whole words in the request text.
#              Roman-script Telugu and Hindi food words are included where the food database
#              already uses them, so that what the recogniser emits can hit a row.
# source     : the citation as a reader would write it.  source_url : where it was read.
#
# WHAT IS DELIBERATELY NOT HERE.
#  - No diagnostic thresholds (haemoglobin cut-offs, glucose ranges). The reference range comes
#    from the person's own report, and a threshold row would let the model turn "below the
#    range printed on it" into a diagnosis.
#  - No composition values from IFCT 2017 or INDB, in any form (decision 0002). The ICMR-NIN
#    documents cited here are used for REQUIREMENTS, GUIDANCE and the glycaemic-index annexure
#    (which is from Devindra et al., not from the composition tables), never for a nutrient
#    content figure. The DGI's own nutrient tables cite IFCT 2017 and are not used.
#  - No per-100 g nutrient figures that the food database already carries for the eight
#    nutrients it tracks. Those come from the database, as figures, on the day; a row here
#    would be a second copy that could drift.
#  - No row that tells the person to take, stop or change a medicine or supplement.
#
# Sources on this date: ICMR-NIN RDA 2020 brief note; ICMR-NIN Dietary Guidelines for Indians
# 2024; WHO healthy-diet fact sheet; NIH/NCBI StatPearls (Dietary Iron); Linus Pauling Institute
# (iron, calcium, vitamin C, vitamin B12); Harvard Nutrition Source (iron, protein, GI, fibre,
# fats); Atkinson et al. 2008 GI tables; NHLBI DASH; USDA FoodData Central by fdcId.
id,topic,tags,fact,source,source_url,accessed,note
gi.fibre_rich_foods,glycaemic,fibre|pulses|dal|nuts|chia|flax|millets|whole grain|vegetables|fruits|blood sugar|cholesterol|triglycerides|diabetes|satiety|weight,"Fibre-rich foods such as pulses, nuts, chia seeds, flax seeds, whole grains including millets, vegetables and fruits improve satiety and help maintain blood glucose, insulin, cholesterol and triglyceride levels.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 9.
gi.soluble_fibre,glycaemic,oats|beans|lentils|dal|chia|apple|fibre|cholesterol|blood sugar|diabetes,"Soluble fibre, which dissolves in water, can help lower blood glucose and blood cholesterol; it is found in oatmeal, chia seeds, nuts, beans, lentils, apples and blueberries.","Harvard T.H. Chan School of Public Health, The Nutrition Source: Fiber (reviewed April 2022)",https://nutritionsource.hsph.harvard.edu/carbohydrates/fiber/,2026-09-20,
gi.insoluble_fibre,glycaemic,constipation|fibre|whole wheat|atta|bran|brown rice|greens|nuts|digestion,"Insoluble fibre, which does not dissolve in water, helps food move through the digestive system and helps prevent constipation; it is found in whole wheat products, wheat bran, brown rice, legumes, leafy greens, nuts and seeds.","Harvard T.H. Chan School of Public Health, The Nutrition Source: Fiber (reviewed April 2022)",https://nutritionsource.hsph.harvard.edu/carbohydrates/fiber/,2026-09-20,
gi.india_staples,glycaemic,rice|annam|chawal|bhaat|chapati|roti|phulka|dal|pappu|toor|kandi|moong|pesara|masoor|chana|senaga|gi|glycaemic|diabetes|blood sugar,"In measurements on Indian foods, cooked rice had a glycaemic index of about 78 and wheat chapati about 66, while pulses were much lower: mixed dal about 44, red gram (toor dal) about 43, green gram (moong) about 42, masoor dal about 42 and bengal gram (chana) about 38.","ICMR-NIN Dietary Guidelines for Indians 2024, Annexure III, citing Devindra S et al. 2017 (Int J Diab Dev Countries 37(4):426-431) and Devindra S et al. 2022 (J Food Sci Technol 59:3619-3626)",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,"Annexure III means: rice 78.23, wheat chapatti 65.66, mixed dhal 43.64, red gram 43.01, green gram 42.45, masoor dhal 42.15, bengal gram 37.95. Ten participants each; the table calls the values indicative."
gi.india_dishes,glycaemic,dosa|idli|sambar|lemon rice|pulihora|biryani|curd rice|daddojanam|pesarattu|vada|tomato rice|upma|breakfast|tiffin|gi|glycaemic|diabetes|blood sugar,"Measured glycaemic index of common South Indian dishes: plain dosa about 79, lemon rice about 79, vegetable biryani about 75, idli with sambar about 69, tomato rice about 69, curd rice about 65, chapati about 62, pesarattu about 61 and vada with sambar about 37; the values are indicative and depend on ingredient ratios and preparation.","ICMR-NIN Dietary Guidelines for Indians 2024, Annexure III, citing Devindra S et al. 2017 (Int J Diab Dev Countries 37(4):426-431) and Devindra S et al. 2022 (J Food Sci Technol 59:3619-3626)",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,"Annexure III means: plain dosa 79.39, lemon rice 79.30, vegetable biryani 74.53, idly sambar 68.69, tomato rice 68.89, curd rice 64.94, chapati 62.43, pesarattu 60.69, vadasambar 36.89. Upma appears only as 'MLA Upmapesarattu' 72.85 and is not quoted."
gi.wheat_with_chana,glycaemic,chapati|roti|atta|chana dal|besan|senaga|gi|diabetes|blood sugar|swap,"Combining wheat with chana dal lowered the measured glycaemic index to about 32, against about 66 for wheat chapati alone; wheat with chana dal and barley measured about 39.","ICMR-NIN Dietary Guidelines for Indians 2024, Annexure III, citing Devindra S et al. 2017 (Int J Diab Dev Countries 37(4):426-431) and Devindra S et al. 2022 (J Food Sci Technol 59:3619-3626)",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Annexure III means: wheat + chana dhal 32.37; wheat chapatti 65.66; wheat + chana dhal + barley 39.27.
gi.international_grains,glycaemic,white rice|brown rice|rice|chapati|roti|bread|oats|porridge|barley|millet|gi|glycaemic|diabetes|blood sugar,"International glycaemic index averages (glucose = 100): boiled white rice 73, boiled brown rice 68, chapatti 52, wheat roti 62, unleavened wheat bread 70, white wheat bread 75, whole wheat bread 74, porridge from rolled oats 55, instant oat porridge 79, barley 28, millet porridge 67, rice porridge 78.","Atkinson FS, Foster-Powell K, Brand-Miller JC. International Tables of Glycemic Index and Glycemic Load Values: 2008. Diabetes Care 31(12):2281-2283, Table 1",https://pmc.ncbi.nlm.nih.gov/articles/PMC2584181/,2026-09-20,"Table 1 means; SEMs omitted. Low-GI rice varieties also exist, as the table's footnote says."
gi.international_tubers_veg,glycaemic,potato|aloo|bangaladumpa|sweet potato|taro|chamadumpa|colocasia|carrot|pumpkin|corn|gi|glycaemic|diabetes|blood sugar,"International glycaemic index averages: boiled potato 78, instant mashed potato 87, french fries 63, boiled sweet potato 63, boiled taro 53, boiled carrots 39, boiled pumpkin 64, sweet corn 52.","Atkinson FS, Foster-Powell K, Brand-Miller JC. International Tables of Glycemic Index and Glycemic Load Values: 2008. Diabetes Care 31(12):2281-2283, Table 1",https://pmc.ncbi.nlm.nih.gov/articles/PMC2584181/,2026-09-20,Table 1 means.
gi.international_fruit,glycaemic,banana|arati|apple|orange|mango|watermelon|dates|khajoor|pineapple|fruit|juice|gi|glycaemic|diabetes|blood sugar,"International glycaemic index averages for fruit: apple 36, orange 43, banana 51, mango 51, dates 42, pineapple 59, watermelon 76, plantain or green banana 55, apple juice 41, orange juice 50.","Atkinson FS, Foster-Powell K, Brand-Miller JC. International Tables of Glycemic Index and Glycemic Load Values: 2008. Diabetes Care 31(12):2281-2283, Table 1",https://pmc.ncbi.nlm.nih.gov/articles/PMC2584181/,2026-09-20,Table 1 means.
gi.international_dairy_legumes,glycaemic,milk|curd|yoghurt|yogurt|chickpeas|chana|lentils|dal|kidney beans|rajma|soya|soy milk|gi|glycaemic|diabetes|blood sugar,"International glycaemic index averages: full-fat milk 39, skim milk 37, fruit yoghurt 41, soy milk 34, chickpeas 28, lentils 32, kidney beans 24, soya beans 16.","Atkinson FS, Foster-Powell K, Brand-Miller JC. International Tables of Glycemic Index and Glycemic Load Values: 2008. Diabetes Care 31(12):2281-2283, Table 1",https://pmc.ncbi.nlm.nih.gov/articles/PMC2584181/,2026-09-20,Table 1 means.
gi.international_sugars,glycaemic,sugar|honey|glucose|jaggery|sweets|soft drink|cola|chocolate|gi|glycaemic|diabetes|blood sugar,"International glycaemic index averages for sugars and sweets: glucose 103, sucrose (table sugar) 65, honey 61, fructose 15, soft drink 59, chocolate 40, ice cream 51.","Atkinson FS, Foster-Powell K, Brand-Miller JC. International Tables of Glycemic Index and Glycemic Load Values: 2008. Diabetes Care 31(12):2281-2283, Table 1",https://pmc.ncbi.nlm.nih.gov/articles/PMC2584181/,2026-09-20,"Table 1 means. Jaggery is tagged so the row is retrieved, but no jaggery value appears in the table and the app holds no data for jaggery."
gi.definition,glycaemic,glycaemic index|glycemic index|glycemic|glycaemic|gi|blood sugar|sugar|diabetes|diabetic,"The glycaemic index ranks carbohydrate foods from 0 to 100 by how quickly and how much they raise blood sugar after eating: 55 or less is low, 56 to 69 medium, and 70 to 100 high.","Harvard T.H. Chan School of Public Health, The Nutrition Source: Carbohydrates and Blood Sugar",https://nutritionsource.hsph.harvard.edu/carbohydrates/carbohydrates-and-blood-sugar/,2026-09-20,
gi.load_definition,glycaemic,glycaemic load|glycemic load|glycaemic index|glycemic index|gl|portion|blood sugar|diabetes,"Glycaemic load accounts for the portion: it multiplies a food's glycaemic index by the carbohydrate it contains; 10 or under is low, 11 to 19 medium, and 20 or more high.","Harvard T.H. Chan School of Public Health, The Nutrition Source: Carbohydrates and Blood Sugar",https://nutritionsource.hsph.harvard.edu/carbohydrates/carbohydrates-and-blood-sugar/,2026-09-20,
sugar.who_limit,limits,sugar|sweet|sweets|chai|tea|coffee|soft drink|cola|limit|how much sugar,"WHO advises limiting free sugars to less than 10% of total daily energy, equivalent to 50 g or about 12 level teaspoons, and says limiting further to 5% or less may provide additional health benefits.",World Health Organization fact sheet: Healthy diet (26 January 2026),https://www.who.int/news-room/fact-sheets/detail/healthy-diet,2026-09-20,
sugar.india_limit,limits,sugar|sweet|sweets|chai|tea|coffee|limit|how much sugar|diabetes,"ICMR-NIN 2024 says sugar may be consumed but must be restricted to 25 to 30 g per day, with cereals reduced to adjust the total calories, and that added sugar should be under 5% of daily energy.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,"Note under Table 1.2a, and the 'My Plate' footnote."
sugar.free_sugars_definition,limits,sugar|juice|honey|syrup|free sugars,"Free sugars are the sugars added to foods and drinks by the manufacturer, cook or consumer, plus the sugars naturally present in honey, syrups, fruit juices and fruit juice concentrates.",World Health Organization fact sheet: Healthy diet (26 January 2026),https://www.who.int/news-room/fact-sheets/detail/healthy-diet,2026-09-20,
sugar.whole_fruit_not_juice,limits,juice|fruit|whole fruit|sugar|diabetes,Prefer fresh whole fruits and avoid juices.,"ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Footnote to the 'My Plate for the Day' tables.
sugar.swap_drinks,limits,soft drink|cola|juice|energy drink|water|buttermilk|majjiga|chaas|coconut water|lemon water|swap|sugar,"Sugar-sweetened drinks, health drinks and energy drinks can be swapped for natural options like tender coconut water, buttermilk or fresh lemon juice, and fruit juices for whole fruits.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,"Figure 9.3, 'Swap high calorie foods with healthier foods'."
salt.who_limit,limits,salt|sodium|uppu|namak|bp|blood pressure|hypertension|potassium|limit,"WHO advises limiting salt to less than 5 g per day, which is 2 g of sodium, and recommends a potassium intake of at least 3510 mg per day for adults.",World Health Organization fact sheet: Healthy diet (26 January 2026),https://www.who.int/news-room/fact-sheets/detail/healthy-diet,2026-09-20,
salt.india_intake,limits,salt|sodium|uppu|namak|bp|blood pressure|hypertension|pickle|papad|limit,"The Indian and WHO recommendation for sodium is 2300 mg per day, about 5 g (1 teaspoon) of common salt; salt consumption in India ranges from 3 g to 10 g a day, with about 45% of the population eating more than 5 g.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 11. The DGI's 2300 mg sodium and the WHO fact sheet's 2 g sodium are both quoted as printed.
salt.added_salt_dominates,limits,salt|sodium|bp|blood pressure|hypertension|cooking|processed|pickle|papad,"Less than 10% of dietary sodium comes from foods themselves; most comes from salt added in cooking or in processed foods, so sodium intake can be restricted by changing food habits.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 11.
salt.potassium_balance,limits,potassium|sodium|bp|blood pressure|hypertension|vegetables|fruit|banana|nuts,"High sodium and low potassium intakes are each associated with higher blood pressure; eating the recommended 400 g of vegetables and 100 g of fruit a day can meet the potassium requirement of around 3800 mg and lower the sodium-to-potassium ratio, and nuts and flesh foods are also good potassium sources.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 11.
salt.low_intake_populations,limits,salt|bp|blood pressure|hypertension,"Prevalence of hypertension is low in populations consuming less than 3 g of salt a day, and the usual rise in blood pressure with age is not seen at such intakes.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 11.
bp.dash_pattern,limits,blood pressure|bp|hypertension|dash|sodium|salt,"The DASH eating plan for blood pressure emphasises vegetables, fruits, whole grains, low-fat dairy, fish, poultry, beans, nuts and vegetable oils, and limits fatty meats, full-fat dairy, tropical oils, sugar-sweetened drinks and sweets; 1500 mg of sodium a day lowers blood pressure further than 2300 mg.","NHLBI, DASH Eating Plan (page dated 25 February 2026)",https://www.nhlbi.nih.gov/education/dash-eating-plan,2026-09-20,
fat.who_limits,limits,fat|oil|nune|tel|ghee|butter|cholesterol|saturated|trans fat|heart,"WHO advises limiting total fat to 30% or less of daily energy, saturated fat to no more than 10% and trans fat to no more than 1% of energy.",World Health Organization fact sheet: Healthy diet (26 January 2026),https://www.who.int/news-room/fact-sheets/detail/healthy-diet,2026-09-20,
fat.india_oil_limit,limits,oil|cooking oil|nune|tel|ghee|fat|limit|fry|weight|how much oil,ICMR-NIN 2024 advises restricting cooking oils to 25 to 30 g per day.,"ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,"Introduction, 'Current diet and nutrition scenario'; the 2000 kcal 'My Plate' allots 27 g of fats and oils."
fat.visible_fat_limit,limits,oil|cooking oil|nune|tel|ghee|fat|limit|teaspoon|how much oil,"Visible fat (cooking oil) should be limited to 20 to 50 g, that is 4 to 10 teaspoons, per person per day depending on energy needs; not more than 27 g of cooking oil is recommended for a 2000 kcal diet.","ICMR-NIN, A Brief Note on Nutrient Requirements for Indians, the Recommended Dietary Allowances (RDA) and the Estimated Average Requirements (EAR), 2020",https://www.nin.res.in/rdabook/brief_note.pdf,2026-09-20,Fats and oil section of the brief note.
fat.unsaturated_vs_saturated,limits,oil|ghee|butter|coconut oil|palm oil|cholesterol|fat|heart|nuts|fish,"Unsaturated fats, found in vegetable oils such as olive, canola, sunflower, soy and corn, and in nuts, seeds and fish, lower disease risk; saturated fats, high in red meat, butter, cheese, coconut oil and palm oil, are best eaten in moderation; trans fats raise disease risk even in small amounts.","Harvard T.H. Chan School of Public Health, The Nutrition Source: Fats and Cholesterol",https://nutritionsource.hsph.harvard.edu/what-should-you-eat/fats-and-cholesterol/,2026-09-20,
fat.limit_ghee_vanaspati,limits,ghee|neyyi|butter|vanaspati|dalda|hydrogenated|bakery|biscuits|fat,"ICMR-NIN advises limiting cooking oils and saturated fat such as butter and ghee, and avoiding partially hydrogenated vegetable oils (vanaspati); trans fats are harmful and should be avoided.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 1 and Guideline 7.
fat.essential_fatty_acids,limits,omega 3|omega 6|nuts|oilseeds|flax|fish|essential fatty acids,The body cannot make the essential fatty acids linoleic acid (omega-6) and alpha-linolenic acid (omega-3); adequate nuts and oilseeds along with a diverse diet supply the required 6.6 g of omega-6 and 2.2 g of omega-3 PUFA per day.,"ICMR-NIN, A Brief Note on Nutrient Requirements for Indians, the Recommended Dietary Allowances (RDA) and the Estimated Average Requirements (EAR), 2020",https://www.nin.res.in/rdabook/brief_note.pdf,2026-09-20,Fats and oil section of the brief note.
fat.energy_per_gram,limits,calories|kcal|energy|fat|oil|protein|carbohydrate,Fat provides 9 kcal per gram; protein provides 4 kcal per gram.,"ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 1.
fat.reused_frying_oil,limits,oil|fry|frying|reuse|reheat|bajji|pakoda|samosa|vada,"Oil once used for frying should not be used for frying again; at household level it may be filtered and used in a curry within a day or two, and storing used oil for long is to be avoided.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 7.
cooking.methods_instead_of_frying,cooking,fry|fried|deep fried|steam|steamed|grill|bake|boil|saute|vada|bajji|pakoda|samosa|poori|weight|oil,"Cooking methods such as sauteing, steaming, grilling, boiling or baking should be used instead of frying; cooking with minimal oil instead of frying reduces the energy density of a meal.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 7 and Guideline 9.
cooking.vegetables_without_oil,cooking,vegetables|kura|sabzi|roast|steam|stir fry|oil|fry,"Roasting, steaming or stir-frying vegetables can enhance their flavour without adding much cooking oil.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 9.
cooking.fermented_sprouted,cooking,idli|dosa|dhokla|sprouts|molakalu|sprouted|fermented|germinated|digestibility,"Fermentation, as in idli, dosa and dhokla, and germination (sprouting) improve the digestibility and bioavailability of micronutrients; sprouting also increases the content of certain vitamins.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 13.
cooking.household_processing,cooking,soaking|sprouting|malting|fermenting|whole grains|legumes|dal|digestibility,"Soaking, popping, puffing, sprouting, malting and fermenting are established household methods that improve the digestibility and bioavailability of nutrients from whole grains and legumes.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 13.
cooking.do_not_overwash_grains,cooking,rice|dal|washing|rinse|cooking|vitamins,"Avoid repeated washing of food grains like rice and pulses, as it results in loss of certain minerals and vitamins.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 13.
cooking.cut_vegetables,cooking,vegetables|cutting|soaking|cooking|vitamins,"Cutting vegetables into small pieces exposes more surface to the air and loses vitamins to oxidation; cut vegetables, leafy vegetables and fruits should not be soaked in water, as water-soluble vitamins and minerals are lost.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 13.
cooking.steam_over_blanch,cooking,steam|blanch|boil|vegetables|cooking,"Steaming is better than blanching vegetables, as the nutrient content is better retained.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 13.
plate.my_plate_2000,plate,balanced|plate|how much|portion|daily|diet|cereals|vegetables|fruit|pulses|milk|nuts|oil,"ICMR-NIN's 'My Plate for the Day' for 2000 kcal is, in raw weights: 250 g cereals and millets, 400 g vegetables, 100 g fruit, 85 g pulses and legumes, 300 ml milk or curd, 35 g nuts and seeds and 27 g fats and oils; pulses can be less on days that include fish or meat.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Figure 1.3 and Table 1.2a.
plate.half_vegetables,plate,balanced|plate|vegetables|fruit|greens|roots|cereals|portion,"Vegetables, fruits, green leafy vegetables, roots and tubers should form essentially half the plate; cereals and millets the other major portion, followed by pulses, flesh foods, eggs, nuts, oilseeds and milk or curd.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,"Introduction, 'Current diet and nutrition scenario'."
plate.energy_shares,plate,balanced|cereals|rice|roti|pulses|dal|fat|energy|percent,"Cereals should be limited to 45% of total energy, pulses, eggs and flesh foods should give around 14% to 15%, total fat no more than 30%, and nuts, oilseeds, milk and milk products 8% to 10%; in practice cereals contribute 50% to 70% of Indian energy intake.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Introduction.
plate.fruit_veg_400g,plate,vegetables|fruit|how much|daily,WHO advises at least 400 g of fruits and vegetables per day for everyone older than 10 years.,World Health Organization fact sheet: Healthy diet (26 January 2026),https://www.who.int/news-room/fact-sheets/detail/healthy-diet,2026-09-20,
plate.fibre_25g,plate,fibre|fiber|how much fibre|daily,WHO advises at least 25 g of naturally occurring dietary fibre per day; Harvard puts the range at 25 to 35 g.,World Health Organization fact sheet: Healthy diet (26 January 2026),https://www.who.int/news-room/fact-sheets/detail/healthy-diet,2026-09-20,Harvard's fiber page: 'at least 25 to 35 grams of fiber per day'.
plate.whole_grain_half,plate,whole grain|brown rice|atta|maida|millets|cereals|rice,Prefer at least 50% of cereals and millets as whole grain.,"ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Footnote to the 'My Plate' tables.
plate.millets_share,plate,millets|ragi|jowar|jonna|bajra|sajja|cereals|whole grain,"Millets can be consumed to the extent of 30% to 40% of the total recommended cereals in raw weight, and are rich in micronutrients, fibre and bioactive compounds.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 1. The app holds a USDA record for jowar but none for ragi or bajra (decision 0002); it can name them here but cannot put a figure on them.
plate.dal_and_veg_every_meal,plate,dal|pappu|vegetables|kura|meal|balanced|lunch|dinner,Every meal should be accompanied by dal and vegetables.,"ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Footnote to the 'My Plate' table for adults.
plate.cereal_pulse_ratio_meals,plate,rice|roti|dal|pulses|lentils|beans|ratio|balanced|whole grain,"Balanced meals include whole grains like minimally processed rice, whole wheat roti and millets, with legumes like beans and lentils in the recommended cereal-to-pulse ratio of 3:1 or 5:1; they provide sustained energy and help you feel full.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 9.
plate.energy_dense_cutoff,plate,calories|energy dense|high calorie|snack|kcal,ICMR-NIN treats 250 kcal per 100 g of cooked food as the energy cut-off for a high-energy food.,"ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Note to Table 1.2.
plate.water,plate,water|drink|hydration|thirst|how much water,"A normal healthy person needs to drink about eight glasses (approximately two litres) of water including beverages per day, and more in very hot weather or during vigorous physical activity.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 14.
plate.smart_snacks,plate,snack|snacks|nuts|curd|vegetables|hostel|evening,"Nutrient-dense snack options are a handful of nuts, plain yoghurt, or cut vegetables with some spice added.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 9.
plate.empty_calories,plate,biscuits|cake|sweets|candy|soft drink|juice|junk|processed|snack|weight,"Foods high in sugar, salt, fat or refined cereals, such as sweets, biscuits, cakes, candies, fruit juices and carbonated drinks, provide high calories and nil or low nutrients.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 9.
plate.swap_fried_snacks,plate,fried|deep fried|snacks|samosa|pakoda|bajji|chips|salad|sprouts|swap|nuts,"ICMR-NIN's swap chart replaces deep-fried snacks with low-calorie salads and sprouts, sweets and snacks made with refined ingredients with ones made from whole grains, nuts, millets and oilseeds, and jams, sauces and dips with fresh home-made chutneys.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Figure 9.3.
plate.lean_meat,plate,chicken|mutton|meat|fish|lean|fat|calories|non vegetarian,"Lean meats such as skinless poultry, lean cuts of meat and fish are lower in calories and saturated fat than fatty cuts of meat.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 9.
plate.greens_into_dishes,plate,roti|idli|dosa|palak|palakura|methi|menthi|greens|vegetables|swap|add,"Green leafy vegetables and other vegetables can be added to everyday dishes, for example methi roti, palak roti, vegetable idli and vegetable dosa.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,"Guideline 2 do's, stated for pregnancy but general."
energy.india_adults,energy,calories|energy|how many calories|kcal|requirement|weight|daily,ICMR-NIN 2020 energy requirements: 2110 kcal per day for a sedentary 65 kg man and 1660 kcal for a sedentary 55 kg woman; 2710 and 2130 kcal with moderate work; 3470 and 2720 kcal with heavy work.,"ICMR-NIN, A Brief Note on Nutrient Requirements for Indians, the Recommended Dietary Allowances (RDA) and the Estimated Average Requirements (EAR), 2020",https://www.nin.res.in/rdabook/brief_note.pdf,2026-09-20,Tables 1a and 1b.
energy.ear_for_planning,energy,rda|ear|requirement|planning,"ICMR-NIN recommends the estimated average requirement (EAR), not the RDA, for planning an individual's diet; the EAR is usually about 80% of the RDA.","ICMR-NIN, A Brief Note on Nutrient Requirements for Indians, the Recommended Dietary Allowances (RDA) and the Estimated Average Requirements (EAR), 2020",https://www.nin.res.in/rdabook/brief_note.pdf,2026-09-20,
weight.deficit_ceiling,weight,weight loss|lose weight|diet|deficit|calories|muscle,"ICMR-NIN advises not going beyond a 40% deficit of daily energy needs when reducing weight, to support muscle mass maintenance and protein balance, and says weight-reducing diets should be nutrient rich and balanced.","ICMR-NIN Expert Committee, Dietary Guidelines for Indians 2024",https://nin.res.in/dietaryguidelines/pdfjs/locale/DGI_2024.pdf,2026-09-20,Guideline 9.
